,id,gender,age,mask,class,path
4414,4415,0,1,0,4,/opt/ml/input/data/train/images/000692_female_Asian_55/mask2.jpg
4415,4416,0,1,2,16,/opt/ml/input/data/train/images/000692_female_Asian_55/normal.jpg
4416,4417,0,1,0,4,/opt/ml/input/data/train/images/000692_female_Asian_55/mask4.jpg
4417,4418,0,1,0,4,/opt/ml/input/data/train/images/000294_female_Asian_53/mask1.jpg
4418,4419,0,1,1,10,/opt/ml/input/data/train/images/000294_female_Asian_53/incorrect_mask.jpg
4419,4420,0,1,0,4,/opt/ml/input/data/train/images/000294_female_Asian_53/mask3.jpg
4420,4421,0,1,0,4,/opt/ml/input/data/train/images/000294_female_Asian_53/mask5.jpg
4421,4422,0,1,0,4,/opt/ml/input/data/train/images/000294_female_Asian_53/mask2.jpg
4422,4423,0,1,2,16,/opt/ml/input/data/train/images/000294_female_Asian_53/normal.jpg
4423,4424,0,1,0,4,/opt/ml/input/data/train/images/000294_female_Asian_53/mask4.jpg
4424,4425,1,2,0,2,/opt/ml/input/data/train/images/004265_male_Asian_60/mask1.jpg
4425,4426,1,2,1,8,/opt/ml/input/data/train/images/004265_male_Asian_60/incorrect_mask.jpg
4426,4427,1,2,0,2,/opt/ml/input/data/train/images/004265_male_Asian_60/mask3.jpg
4427,4428,1,2,0,2,/opt/ml/input/data/train/images/004265_male_Asian_60/mask5.jpg
4428,4429,1,2,0,2,/opt/ml/input/data/train/images/004265_male_Asian_60/mask2.jpg
4429,4430,1,2,2,14,/opt/ml/input/data/train/images/004265_male_Asian_60/normal.jpg
4430,4431,1,2,0,2,/opt/ml/input/data/train/images/004265_male_Asian_60/mask4.jpg
4431,4432,0,0,0,3,/opt/ml/input/data/train/images/003266_female_Asian_20/mask1.jpg
4432,4433,0,0,1,9,/opt/ml/input/data/train/images/003266_female_Asian_20/incorrect_mask.jpg
4433,4434,0,0,0,3,/opt/ml/input/data/train/images/003266_female_Asian_20/mask3.jpg
4434,4435,0,0,0,3,/opt/ml/input/data/train/images/003266_female_Asian_20/mask5.jpg
4435,4436,0,0,0,3,/opt/ml/input/data/train/images/003266_female_Asian_20/mask2.jpg
4436,4437,0,0,2,15,/opt/ml/input/data/train/images/003266_female_Asian_20/normal.jpg
4437,4438,0,0,0,3,/opt/ml/input/data/train/images/003266_female_Asian_20/mask4.jpg
4438,4439,0,1,0,4,/opt/ml/input/data/train/images/000378_female_Asian_55/mask1.jpg
4439,4440,0,1,1,10,/opt/ml/input/data/train/images/000378_female_Asian_55/incorrect_mask.jpg
4440,4441,0,1,0,4,/opt/ml/input/data/train/images/000378_female_Asian_55/mask3.jpg
4441,4442,0,1,0,4,/opt/ml/input/data/train/images/000378_female_Asian_55/mask5.jpg
4442,4443,0,1,0,4,/opt/ml/input/data/train/images/000378_female_Asian_55/mask2.jpg
4443,4444,0,1,2,16,/opt/ml/input/data/train/images/000378_female_Asian_55/normal.jpg
4444,4445,0,1,0,4,/opt/ml/input/data/train/images/000378_female_Asian_55/mask4.jpg
4445,4446,0,0,0,3,/opt/ml/input/data/train/images/006448_female_Asian_18/mask1.jpg
4446,4447,0,0,1,9,/opt/ml/input/data/train/images/006448_female_Asian_18/incorrect_mask.jpg
4447,4448,0,0,0,3,/opt/ml/input/data/train/images/006448_female_Asian_18/mask3.jpg
4448,4449,0,0,0,3,/opt/ml/input/data/train/images/006448_female_Asian_18/mask5.jpg
4449,4450,0,0,0,3,/opt/ml/input/data/train/images/006448_female_Asian_18/mask2.jpg
4450,4451,0,0,2,15,/opt/ml/input/data/train/images/006448_female_Asian_18/normal.jpg
4451,4452,0,0,0,3,/opt/ml/input/data/train/images/006448_female_Asian_18/mask4.jpg
4452,4453,0,2,0,5,/opt/ml/input/data/train/images/004386_female_Asian_60/mask1.jpg
4453,4454,0,2,1,11,/opt/ml/input/data/train/images/004386_female_Asian_60/incorrect_mask.jpg
4454,4455,0,2,0,5,/opt/ml/input/data/train/images/004386_female_Asian_60/mask3.jpg
4455,4456,0,2,0,5,/opt/ml/input/data/train/images/004386_female_Asian_60/mask5.jpg
4456,4457,0,2,0,5,/opt/ml/input/data/train/images/004386_female_Asian_60/mask2.jpg
4457,4458,0,2,2,17,/opt/ml/input/data/train/images/004386_female_Asian_60/normal.jpg
4458,4459,0,2,0,5,/opt/ml/input/data/train/images/004386_female_Asian_60/mask4.jpg
4459,4460,1,1,0,1,/opt/ml/input/data/train/images/004027_male_Asian_59/mask1.jpg
4460,4461,1,1,1,7,/opt/ml/input/data/train/images/004027_male_Asian_59/incorrect_mask.jpg
4461,4462,1,1,0,1,/opt/ml/input/data/train/images/004027_male_Asian_59/mask3.jpg
4462,4463,1,1,0,1,/opt/ml/input/data/train/images/004027_male_Asian_59/mask5.jpg
4463,4464,1,1,0,1,/opt/ml/input/data/train/images/004027_male_Asian_59/mask2.jpg
4464,4465,1,1,2,13,/opt/ml/input/data/train/images/004027_male_Asian_59/normal.jpg
4465,4466,1,1,0,1,/opt/ml/input/data/train/images/004027_male_Asian_59/mask4.jpg
4466,4467,0,1,0,4,/opt/ml/input/data/train/images/001031_female_Asian_45/mask1.jpg
4467,4468,0,1,1,10,/opt/ml/input/data/train/images/001031_female_Asian_45/incorrect_mask.jpg
4468,4469,0,1,0,4,/opt/ml/input/data/train/images/001031_female_Asian_45/mask3.jpg
4469,4470,0,1,0,4,/opt/ml/input/data/train/images/001031_female_Asian_45/mask5.jpg
4470,4471,0,1,0,4,/opt/ml/input/data/train/images/001031_female_Asian_45/mask2.jpg
4471,4472,0,1,2,16,/opt/ml/input/data/train/images/001031_female_Asian_45/normal.jpg
4472,4473,0,1,0,4,/opt/ml/input/data/train/images/001031_female_Asian_45/mask4.jpg
4473,4474,0,0,0,3,/opt/ml/input/data/train/images/003062_female_Asian_20/mask1.jpg
4474,4475,0,0,1,9,/opt/ml/input/data/train/images/003062_female_Asian_20/incorrect_mask.jpg
4475,4476,0,0,0,3,/opt/ml/input/data/train/images/003062_female_Asian_20/mask3.jpg
4476,4477,0,0,0,3,/opt/ml/input/data/train/images/003062_female_Asian_20/mask5.jpg
4477,4478,0,0,0,3,/opt/ml/input/data/train/images/003062_female_Asian_20/mask2.jpg
4478,4479,0,0,2,15,/opt/ml/input/data/train/images/003062_female_Asian_20/normal.jpg
4479,4480,0,0,0,3,/opt/ml/input/data/train/images/003062_female_Asian_20/mask4.jpg
4480,4481,0,0,0,3,/opt/ml/input/data/train/images/006483_female_Asian_18/mask1.jpg
4481,4482,0,0,1,9,/opt/ml/input/data/train/images/006483_female_Asian_18/incorrect_mask.jpg
4482,4483,0,0,0,3,/opt/ml/input/data/train/images/006483_female_Asian_18/mask3.jpg
4483,4484,0,0,0,3,/opt/ml/input/data/train/images/006483_female_Asian_18/mask5.jpg
4484,4485,0,0,0,3,/opt/ml/input/data/train/images/006483_female_Asian_18/mask2.jpg
4485,4486,0,0,2,15,/opt/ml/input/data/train/images/006483_female_Asian_18/normal.jpg
4486,4487,0,0,0,3,/opt/ml/input/data/train/images/006483_female_Asian_18/mask4.jpg
4487,4488,1,2,0,2,/opt/ml/input/data/train/images/003715_male_Asian_60/mask1.jpg
4488,4489,1,2,1,8,/opt/ml/input/data/train/images/003715_male_Asian_60/incorrect_mask.jpg
4489,4490,1,2,0,2,/opt/ml/input/data/train/images/003715_male_Asian_60/mask3.jpg
4490,4491,1,2,0,2,/opt/ml/input/data/train/images/003715_male_Asian_60/mask5.jpg
4491,4492,1,2,0,2,/opt/ml/input/data/train/images/003715_male_Asian_60/mask2.jpg
4492,4493,1,2,2,14,/opt/ml/input/data/train/images/003715_male_Asian_60/normal.jpg
4493,4494,1,2,0,2,/opt/ml/input/data/train/images/003715_male_Asian_60/mask4.jpg
4494,4495,0,1,0,4,/opt/ml/input/data/train/images/004319-1_female_Asian_58/mask1.jpg
4495,4496,0,1,1,10,/opt/ml/input/data/train/images/004319-1_female_Asian_58/incorrect_mask.jpg
4496,4497,0,1,0,4,/opt/ml/input/data/train/images/004319-1_female_Asian_58/mask3.jpg
4497,4498,0,1,0,4,/opt/ml/input/data/train/images/004319-1_female_Asian_58/mask5.jpg
4498,4499,0,1,0,4,/opt/ml/input/data/train/images/004319-1_female_Asian_58/mask2.jpg
4499,4500,0,1,2,16,/opt/ml/input/data/train/images/004319-1_female_Asian_58/normal.jpg
4500,4501,0,1,0,4,/opt/ml/input/data/train/images/004319-1_female_Asian_58/mask4.jpg
4501,4502,1,0,0,0,/opt/ml/input/data/train/images/005246_male_Asian_20/mask1.jpg
4502,4503,1,0,1,6,/opt/ml/input/data/train/images/005246_male_Asian_20/incorrect_mask.jpg
4503,4504,1,0,0,0,/opt/ml/input/data/train/images/005246_male_Asian_20/mask3.jpg
4504,4505,1,0,0,0,/opt/ml/input/data/train/images/005246_male_Asian_20/mask5.jpg
4505,4506,1,0,0,0,/opt/ml/input/data/train/images/005246_male_Asian_20/mask2.jpg
4506,4507,1,0,2,12,/opt/ml/input/data/train/images/005246_male_Asian_20/normal.jpg
4507,4508,1,0,0,0,/opt/ml/input/data/train/images/005246_male_Asian_20/mask4.jpg
4508,4509,0,0,0,3,/opt/ml/input/data/train/images/006351_female_Asian_18/mask1.jpg
4509,4510,0,0,1,9,/opt/ml/input/data/train/images/006351_female_Asian_18/incorrect_mask.jpg
4510,4511,0,0,0,3,/opt/ml/input/data/train/images/006351_female_Asian_18/mask3.jpg
4511,4512,0,0,0,3,/opt/ml/input/data/train/images/006351_female_Asian_18/mask5.jpg
4512,4513,0,0,0,3,/opt/ml/input/data/train/images/006351_female_Asian_18/mask2.jpg
4513,4514,0,0,2,15,/opt/ml/input/data/train/images/006351_female_Asian_18/normal.jpg
4514,4515,0,0,0,3,/opt/ml/input/data/train/images/006351_female_Asian_18/mask4.jpg
4515,4516,0,0,0,3,/opt/ml/input/data/train/images/003162_female_Asian_19/mask1.jpg
4516,4517,0,0,1,9,/opt/ml/input/data/train/images/003162_female_Asian_19/incorrect_mask.jpg
4517,4518,0,0,0,3,/opt/ml/input/data/train/images/003162_female_Asian_19/mask3.jpg
4518,4519,0,0,0,3,/opt/ml/input/data/train/images/003162_female_Asian_19/mask5.jpg
4519,4520,0,0,0,3,/opt/ml/input/data/train/images/003162_female_Asian_19/mask2.jpg
4520,4521,0,0,2,15,/opt/ml/input/data/train/images/003162_female_Asian_19/normal.jpg
4521,4522,0,0,0,3,/opt/ml/input/data/train/images/003162_female_Asian_19/mask4.jpg
4522,4523,0,1,0,4,/opt/ml/input/data/train/images/004321_female_Asian_59/mask1.jpg
4523,4524,0,1,1,10,/opt/ml/input/data/train/images/004321_female_Asian_59/incorrect_mask.jpg
4524,4525,0,1,0,4,/opt/ml/input/data/train/images/004321_female_Asian_59/mask3.jpg
4525,4526,0,1,0,4,/opt/ml/input/data/train/images/004321_female_Asian_59/mask5.jpg
4526,4527,0,1,0,4,/opt/ml/input/data/train/images/004321_female_Asian_59/mask2.jpg
4527,4528,0,1,2,16,/opt/ml/input/data/train/images/004321_female_Asian_59/normal.jpg
4528,4529,0,1,0,4,/opt/ml/input/data/train/images/004321_female_Asian_59/mask4.jpg
4529,4530,1,0,2,12,/opt/ml/input/data/train/images/006609_male_Asian_19/normal.jpeg
4530,4531,1,0,0,0,/opt/ml/input/data/train/images/006609_male_Asian_19/mask3.jpeg
4531,4532,1,0,0,0,/opt/ml/input/data/train/images/006609_male_Asian_19/mask2.jpeg
4532,4533,1,0,0,0,/opt/ml/input/data/train/images/006609_male_Asian_19/mask4.jpeg
4533,4534,1,0,0,0,/opt/ml/input/data/train/images/006609_male_Asian_19/mask5.jpeg
4534,4535,1,0,1,6,/opt/ml/input/data/train/images/006609_male_Asian_19/incorrect_mask.jpeg
4535,4536,1,0,0,0,/opt/ml/input/data/train/images/006609_male_Asian_19/mask1.jpeg
4536,4537,1,0,0,0,/opt/ml/input/data/train/images/001663_male_Asian_23/mask1.jpg
4537,4538,1,0,1,6,/opt/ml/input/data/train/images/001663_male_Asian_23/incorrect_mask.jpg
4538,4539,1,0,0,0,/opt/ml/input/data/train/images/001663_male_Asian_23/mask3.jpg
4539,4540,1,0,0,0,/opt/ml/input/data/train/images/001663_male_Asian_23/mask5.jpg
4540,4541,1,0,0,0,/opt/ml/input/data/train/images/001663_male_Asian_23/mask2.jpg
4541,4542,1,0,2,12,/opt/ml/input/data/train/images/001663_male_Asian_23/normal.jpg
4542,4543,1,0,0,0,/opt/ml/input/data/train/images/001663_male_Asian_23/mask4.jpg
4543,4544,0,0,0,3,/opt/ml/input/data/train/images/003796_female_Asian_26/mask1.jpg
4544,4545,0,0,1,9,/opt/ml/input/data/train/images/003796_female_Asian_26/incorrect_mask.jpg
4545,4546,0,0,0,3,/opt/ml/input/data/train/images/003796_female_Asian_26/mask3.jpg
4546,4547,0,0,0,3,/opt/ml/input/data/train/images/003796_female_Asian_26/mask5.jpg
4547,4548,0,0,0,3,/opt/ml/input/data/train/images/003796_female_Asian_26/mask2.jpg
4548,4549,0,0,2,15,/opt/ml/input/data/train/images/003796_female_Asian_26/normal.jpg
4549,4550,0,0,0,3,/opt/ml/input/data/train/images/003796_female_Asian_26/mask4.jpg
4550,4551,0,0,0,3,/opt/ml/input/data/train/images/003011_female_Asian_19/mask1.jpg
4551,4552,0,0,1,9,/opt/ml/input/data/train/images/003011_female_Asian_19/incorrect_mask.jpg
4552,4553,0,0,0,3,/opt/ml/input/data/train/images/003011_female_Asian_19/mask3.jpg
4553,4554,0,0,0,3,/opt/ml/input/data/train/images/003011_female_Asian_19/mask5.jpg
4554,4555,0,0,0,3,/opt/ml/input/data/train/images/003011_female_Asian_19/mask2.jpg
4555,4556,0,0,2,15,/opt/ml/input/data/train/images/003011_female_Asian_19/normal.jpg
4556,4557,0,0,0,3,/opt/ml/input/data/train/images/003011_female_Asian_19/mask4.jpg
4557,4558,1,0,0,0,/opt/ml/input/data/train/images/006743_male_Asian_19/mask1.jpg
4558,4559,1,0,1,6,/opt/ml/input/data/train/images/006743_male_Asian_19/incorrect_mask.jpg
4559,4560,1,0,0,0,/opt/ml/input/data/train/images/006743_male_Asian_19/mask3.jpg
4560,4561,1,0,0,0,/opt/ml/input/data/train/images/006743_male_Asian_19/mask5.jpg
4561,4562,1,0,0,0,/opt/ml/input/data/train/images/006743_male_Asian_19/mask2.jpg
4562,4563,1,0,2,12,/opt/ml/input/data/train/images/006743_male_Asian_19/normal.jpg
4563,4564,1,0,0,0,/opt/ml/input/data/train/images/006743_male_Asian_19/mask4.jpg
4564,4565,1,0,0,0,/opt/ml/input/data/train/images/006365_male_Asian_19/mask1.jpg
4565,4566,1,0,1,6,/opt/ml/input/data/train/images/006365_male_Asian_19/incorrect_mask.jpg
4566,4567,1,0,0,0,/opt/ml/input/data/train/images/006365_male_Asian_19/mask3.jpg
4567,4568,1,0,0,0,/opt/ml/input/data/train/images/006365_male_Asian_19/mask5.jpg
4568,4569,1,0,0,0,/opt/ml/input/data/train/images/006365_male_Asian_19/mask2.jpg
4569,4570,1,0,2,12,/opt/ml/input/data/train/images/006365_male_Asian_19/normal.jpg
4570,4571,1,0,0,0,/opt/ml/input/data/train/images/006365_male_Asian_19/mask4.jpg
4571,4572,0,2,0,5,/opt/ml/input/data/train/images/001459_female_Asian_60/mask1.jpg
4572,4573,0,2,1,11,/opt/ml/input/data/train/images/001459_female_Asian_60/incorrect_mask.jpg
4573,4574,0,2,0,5,/opt/ml/input/data/train/images/001459_female_Asian_60/mask3.jpg
4574,4575,0,2,0,5,/opt/ml/input/data/train/images/001459_female_Asian_60/mask5.jpg
4575,4576,0,2,0,5,/opt/ml/input/data/train/images/001459_female_Asian_60/mask2.jpg
4576,4577,0,2,2,17,/opt/ml/input/data/train/images/001459_female_Asian_60/normal.jpg
4577,4578,0,2,0,5,/opt/ml/input/data/train/images/001459_female_Asian_60/mask4.jpg
4578,4579,1,0,2,12,/opt/ml/input/data/train/images/006610_male_Asian_19/normal.jpeg
4579,4580,1,0,0,0,/opt/ml/input/data/train/images/006610_male_Asian_19/mask3.jpeg
4580,4581,1,0,0,0,/opt/ml/input/data/train/images/006610_male_Asian_19/mask2.jpeg
4581,4582,1,0,0,0,/opt/ml/input/data/train/images/006610_male_Asian_19/mask4.jpeg
4582,4583,1,0,0,0,/opt/ml/input/data/train/images/006610_male_Asian_19/mask5.jpeg
4583,4584,1,0,1,6,/opt/ml/input/data/train/images/006610_male_Asian_19/incorrect_mask.jpeg
4584,4585,1,0,0,0,/opt/ml/input/data/train/images/006610_male_Asian_19/mask1.jpeg
4585,4586,1,0,0,0,/opt/ml/input/data/train/images/001105_male_Asian_25/mask1.jpg
4586,4587,1,0,1,6,/opt/ml/input/data/train/images/001105_male_Asian_25/incorrect_mask.jpg
4587,4588,1,0,0,0,/opt/ml/input/data/train/images/001105_male_Asian_25/mask3.jpg
4588,4589,1,0,0,0,/opt/ml/input/data/train/images/001105_male_Asian_25/mask5.jpg
4589,4590,1,0,0,0,/opt/ml/input/data/train/images/001105_male_Asian_25/mask2.jpg
4590,4591,1,0,2,12,/opt/ml/input/data/train/images/001105_male_Asian_25/normal.jpg
4591,4592,1,0,0,0,/opt/ml/input/data/train/images/001105_male_Asian_25/mask4.jpg
4592,4593,0,1,0,4,/opt/ml/input/data/train/images/000517_female_Asian_58/mask1.jpg
4593,4594,0,1,1,10,/opt/ml/input/data/train/images/000517_female_Asian_58/incorrect_mask.jpg
4594,4595,0,1,0,4,/opt/ml/input/data/train/images/000517_female_Asian_58/mask3.jpg
4595,4596,0,1,0,4,/opt/ml/input/data/train/images/000517_female_Asian_58/mask5.jpg
4596,4597,0,1,0,4,/opt/ml/input/data/train/images/000517_female_Asian_58/mask2.jpg
4597,4598,0,1,2,16,/opt/ml/input/data/train/images/000517_female_Asian_58/normal.jpg
4598,4599,0,1,0,4,/opt/ml/input/data/train/images/000517_female_Asian_58/mask4.jpg
4599,4600,0,1,0,4,/opt/ml/input/data/train/images/005445_female_Asian_53/mask1.jpg
4600,4601,0,1,1,10,/opt/ml/input/data/train/images/005445_female_Asian_53/incorrect_mask.jpg
4601,4602,0,1,0,4,/opt/ml/input/data/train/images/005445_female_Asian_53/mask3.jpg
4602,4603,0,1,0,4,/opt/ml/input/data/train/images/005445_female_Asian_53/mask5.jpg
4603,4604,0,1,0,4,/opt/ml/input/data/train/images/005445_female_Asian_53/mask2.jpg
4604,4605,0,1,2,16,/opt/ml/input/data/train/images/005445_female_Asian_53/normal.jpg
4605,4606,0,1,0,4,/opt/ml/input/data/train/images/005445_female_Asian_53/mask4.jpg
4606,4607,0,1,0,4,/opt/ml/input/data/train/images/000207_female_Asian_56/mask1.jpg
4607,4608,0,1,1,10,/opt/ml/input/data/train/images/000207_female_Asian_56/incorrect_mask.jpg
4608,4609,0,1,0,4,/opt/ml/input/data/train/images/000207_female_Asian_56/mask3.jpg
4609,4610,0,1,0,4,/opt/ml/input/data/train/images/000207_female_Asian_56/mask5.jpg
4610,4611,0,1,0,4,/opt/ml/input/data/train/images/000207_female_Asian_56/mask2.jpg
4611,4612,0,1,2,16,/opt/ml/input/data/train/images/000207_female_Asian_56/normal.jpg
4612,4613,0,1,0,4,/opt/ml/input/data/train/images/000207_female_Asian_56/mask4.jpg
4613,4614,1,0,0,0,/opt/ml/input/data/train/images/001186-1_male_Asian_24/mask1.jpg
4614,4615,1,0,1,6,/opt/ml/input/data/train/images/001186-1_male_Asian_24/incorrect_mask.jpg
4615,4616,1,0,0,0,/opt/ml/input/data/train/images/001186-1_male_Asian_24/mask3.jpg
4616,4617,1,0,0,0,/opt/ml/input/data/train/images/001186-1_male_Asian_24/mask5.jpg
4617,4618,1,0,0,0,/opt/ml/input/data/train/images/001186-1_male_Asian_24/mask2.jpg
4618,4619,1,0,2,12,/opt/ml/input/data/train/images/001186-1_male_Asian_24/normal.jpg
4619,4620,1,0,0,0,/opt/ml/input/data/train/images/001186-1_male_Asian_24/mask4.jpg
4620,4621,1,0,0,0,/opt/ml/input/data/train/images/006088_male_Asian_18/mask1.jpg
4621,4622,1,0,1,6,/opt/ml/input/data/train/images/006088_male_Asian_18/incorrect_mask.jpg
4622,4623,1,0,0,0,/opt/ml/input/data/train/images/006088_male_Asian_18/mask3.jpg
4623,4624,1,0,0,0,/opt/ml/input/data/train/images/006088_male_Asian_18/mask5.jpg
4624,4625,1,0,0,0,/opt/ml/input/data/train/images/006088_male_Asian_18/mask2.jpg
4625,4626,1,0,2,12,/opt/ml/input/data/train/images/006088_male_Asian_18/normal.jpg
4626,4627,1,0,0,0,/opt/ml/input/data/train/images/006088_male_Asian_18/mask4.jpg
4627,4628,0,0,0,3,/opt/ml/input/data/train/images/001178_female_Asian_24/mask1.jpg
4628,4629,0,0,1,9,/opt/ml/input/data/train/images/001178_female_Asian_24/incorrect_mask.jpg
4629,4630,0,0,0,3,/opt/ml/input/data/train/images/001178_female_Asian_24/mask3.jpg
4630,4631,0,0,0,3,/opt/ml/input/data/train/images/001178_female_Asian_24/mask5.jpg
4631,4632,0,0,0,3,/opt/ml/input/data/train/images/001178_female_Asian_24/mask2.jpg
4632,4633,0,0,2,15,/opt/ml/input/data/train/images/001178_female_Asian_24/normal.jpg
4633,4634,0,0,0,3,/opt/ml/input/data/train/images/001178_female_Asian_24/mask4.jpg
4634,4635,0,0,0,3,/opt/ml/input/data/train/images/005532_female_Asian_18/mask1.jpg
4635,4636,0,0,1,9,/opt/ml/input/data/train/images/005532_female_Asian_18/incorrect_mask.jpg
4636,4637,0,0,0,3,/opt/ml/input/data/train/images/005532_female_Asian_18/mask3.jpg
4637,4638,0,0,0,3,/opt/ml/input/data/train/images/005532_female_Asian_18/mask5.jpg
4638,4639,0,0,0,3,/opt/ml/input/data/train/images/005532_female_Asian_18/mask2.jpg
4639,4640,0,0,2,15,/opt/ml/input/data/train/images/005532_female_Asian_18/normal.jpg
4640,4641,0,0,0,3,/opt/ml/input/data/train/images/005532_female_Asian_18/mask4.jpg
4641,4642,0,0,2,15,/opt/ml/input/data/train/images/006503_female_Asian_28/normal.jpeg
4642,4643,0,0,0,3,/opt/ml/input/data/train/images/006503_female_Asian_28/mask3.jpeg
4643,4644,0,0,0,3,/opt/ml/input/data/train/images/006503_female_Asian_28/mask2.jpeg
4644,4645,0,0,0,3,/opt/ml/input/data/train/images/006503_female_Asian_28/mask4.jpeg
4645,4646,0,0,0,3,/opt/ml/input/data/train/images/006503_female_Asian_28/mask5.jpeg
4646,4647,0,0,1,9,/opt/ml/input/data/train/images/006503_female_Asian_28/incorrect_mask.jpeg
4647,4648,0,0,0,3,/opt/ml/input/data/train/images/006503_female_Asian_28/mask1.jpeg
4648,4649,0,1,0,4,/opt/ml/input/data/train/images/005484_female_Asian_56/mask1.jpg
4649,4650,0,1,1,10,/opt/ml/input/data/train/images/005484_female_Asian_56/incorrect_mask.jpg
4650,4651,0,1,0,4,/opt/ml/input/data/train/images/005484_female_Asian_56/mask3.jpg
4651,4652,0,1,0,4,/opt/ml/input/data/train/images/005484_female_Asian_56/mask5.jpg
4652,4653,0,1,0,4,/opt/ml/input/data/train/images/005484_female_Asian_56/mask2.jpg
4653,4654,0,1,2,16,/opt/ml/input/data/train/images/005484_female_Asian_56/normal.jpg
4654,4655,0,1,0,4,/opt/ml/input/data/train/images/005484_female_Asian_56/mask4.jpg
4655,4656,0,1,0,4,/opt/ml/input/data/train/images/004455_female_Asian_55/mask1.jpg
4656,4657,0,1,1,10,/opt/ml/input/data/train/images/004455_female_Asian_55/incorrect_mask.jpg
4657,4658,0,1,0,4,/opt/ml/input/data/train/images/004455_female_Asian_55/mask3.jpg
4658,4659,0,1,0,4,/opt/ml/input/data/train/images/004455_female_Asian_55/mask5.jpg
4659,4660,0,1,0,4,/opt/ml/input/data/train/images/004455_female_Asian_55/mask2.jpg
4660,4661,0,1,2,16,/opt/ml/input/data/train/images/004455_female_Asian_55/normal.jpg
4661,4662,0,1,0,4,/opt/ml/input/data/train/images/004455_female_Asian_55/mask4.jpg
4662,4663,0,1,0,4,/opt/ml/input/data/train/images/000693_female_Asian_54/mask1.jpg
4663,4664,0,1,1,10,/opt/ml/input/data/train/images/000693_female_Asian_54/incorrect_mask.jpg
4664,4665,0,1,0,4,/opt/ml/input/data/train/images/000693_female_Asian_54/mask3.jpg
4665,4666,0,1,0,4,/opt/ml/input/data/train/images/000693_female_Asian_54/mask5.jpg
4666,4667,0,1,0,4,/opt/ml/input/data/train/images/000693_female_Asian_54/mask2.jpg
4667,4668,0,1,2,16,/opt/ml/input/data/train/images/000693_female_Asian_54/normal.jpg
4668,4669,0,1,0,4,/opt/ml/input/data/train/images/000693_female_Asian_54/mask4.jpg
4669,4670,1,1,0,1,/opt/ml/input/data/train/images/001124_male_Asian_30/mask1.jpg
4670,4671,1,1,1,7,/opt/ml/input/data/train/images/001124_male_Asian_30/incorrect_mask.jpg
4671,4672,1,1,0,1,/opt/ml/input/data/train/images/001124_male_Asian_30/mask3.jpg
4672,4673,1,1,0,1,/opt/ml/input/data/train/images/001124_male_Asian_30/mask5.jpg
4673,4674,1,1,0,1,/opt/ml/input/data/train/images/001124_male_Asian_30/mask2.jpg
4674,4675,1,1,2,13,/opt/ml/input/data/train/images/001124_male_Asian_30/normal.jpg
4675,4676,1,1,0,1,/opt/ml/input/data/train/images/001124_male_Asian_30/mask4.jpg
4676,4677,1,2,0,2,/opt/ml/input/data/train/images/004259_male_Asian_60/mask1.jpg
4677,4678,1,2,1,8,/opt/ml/input/data/train/images/004259_male_Asian_60/incorrect_mask.jpg
4678,4679,1,2,0,2,/opt/ml/input/data/train/images/004259_male_Asian_60/mask3.jpg
4679,4680,1,2,0,2,/opt/ml/input/data/train/images/004259_male_Asian_60/mask5.jpg
4680,4681,1,2,0,2,/opt/ml/input/data/train/images/004259_male_Asian_60/mask2.jpg
4681,4682,1,2,2,14,/opt/ml/input/data/train/images/004259_male_Asian_60/normal.jpg
4682,4683,1,2,0,2,/opt/ml/input/data/train/images/004259_male_Asian_60/mask4.jpg
4683,4684,1,1,0,1,/opt/ml/input/data/train/images/001029_male_Asian_59/mask1.jpg
4684,4685,1,1,1,7,/opt/ml/input/data/train/images/001029_male_Asian_59/incorrect_mask.jpg
4685,4686,1,1,0,1,/opt/ml/input/data/train/images/001029_male_Asian_59/mask3.jpg
4686,4687,1,1,0,1,/opt/ml/input/data/train/images/001029_male_Asian_59/mask5.jpg
4687,4688,1,1,0,1,/opt/ml/input/data/train/images/001029_male_Asian_59/mask2.jpg
4688,4689,1,1,2,13,/opt/ml/input/data/train/images/001029_male_Asian_59/normal.jpg
4689,4690,1,1,0,1,/opt/ml/input/data/train/images/001029_male_Asian_59/mask4.jpg
4690,4691,0,0,0,3,/opt/ml/input/data/train/images/001018_female_Asian_25/mask1.jpg
4691,4692,0,0,1,9,/opt/ml/input/data/train/images/001018_female_Asian_25/incorrect_mask.jpg
4692,4693,0,0,0,3,/opt/ml/input/data/train/images/001018_female_Asian_25/mask3.jpg
4693,4694,0,0,0,3,/opt/ml/input/data/train/images/001018_female_Asian_25/mask5.jpg
4694,4695,0,0,0,3,/opt/ml/input/data/train/images/001018_female_Asian_25/mask2.jpg
4695,4696,0,0,2,15,/opt/ml/input/data/train/images/001018_female_Asian_25/normal.jpg
4696,4697,0,0,0,3,/opt/ml/input/data/train/images/001018_female_Asian_25/mask4.jpg
4697,4698,0,0,1,9,/opt/ml/input/data/train/images/006176_female_Asian_19/incorrect_mask.png
4698,4699,0,0,0,3,/opt/ml/input/data/train/images/006176_female_Asian_19/mask1.png
4699,4700,0,0,0,3,/opt/ml/input/data/train/images/006176_female_Asian_19/mask2.png
4700,4701,0,0,0,3,/opt/ml/input/data/train/images/006176_female_Asian_19/mask4.png
